Endpoint,HTTP Method,Controller,Action/Method,Domain/Feature,Description,Authentication,Authorization,Criticality,Criticality Reason,Domain Event,Audit Required,Log Required,Important Log Fields,Sensitive Data,Metrics Required,Recommended Metrics,Trace Required,Dependencies,Existing Observability,Observability Gap,Priority,Migration Status,Notes
Kafka: WorkflowCompleted,MessagePattern,WorkflowEventsController,completeWorkflow,ECGF / Workflow Events,"Routes to appropriate approval service based on entityType: PFI_ONBOARDING, APPLICATION (guarantee), LOAN_APPLICATION, GUARANTEE_CLAIM, INDIVIDUAL_GUARANTEE_REPORT. Records completed event to WorkflowInstance projection.",No — Kafka internal,None,Critical,Central workflow completion handler. Routes approval decisions to all ECGF sub-domains. Failure means approved/rejected applications never update their status. Database locking (SELECT FOR UPDATE) in approval services.,Routed: ecgf.workflow_completed,Yes,Yes,"entity_type, entity_ref, closed_reason (APPROVE|REJECT), workflow_instance_id, trace_id",None directly. Approval services handle sensitive data.,Yes,"ecgf_workflow_completed_total{entity_type, closed_reason}, ecgf_workflow_completion_duration_seconds",Yes,"DB: WorkflowInstance (projection update). Delegates to: PfiOnboardingApprovalService, GuaranteeApplicationApprovalService, LoanApplicationApprovalService, ClaimApprovalService, IndividualGuaranteeApprovalService.",LoggerService via Kafka logging.info.,No workflow completion metrics. No per-entity-type routing metrics. Critical handler with no alerting on failure.,P0,Not Started,Central routing hub. Failure affects ALL ECGF workflow-driven operations.
Kafka: WorkflowTaskCompleted,MessagePattern,WorkflowEventsController,workflowTaskCompleted,ECGF / Workflow Events,Routes to appropriate approval service for task-level completion (APPROVE/REJECT/REQUEST_INFO). Records task completion to projection. Includes extensive chain logging for GUARANTEE_CLAIM debugging.,No — Kafka internal,None,Critical,"Task-level approval handler. Drives intermediate state transitions (Draft->Under Review, Under Review->Need_More_Info). REQUEST_INFO logic checks for internal routing vs external (PFI) routing.",Routed: ecgf.workflow_task_completed,Yes,Yes,"entity_type, entity_ref, action (APPROVE|REJECT|REQUEST_INFO), step_name, assignee, trace_id",None directly. Approval services handle sensitive data.,Yes,"ecgf_workflow_task_completed_total{entity_type, action}",Yes,DB: WorkflowInstanceTask (projection update). Delegates to approval services (same as WorkflowCompleted).,LoggerService + extensive [CHAIN-1] through [CHAIN-7] debug logging for claims.,No task completion metrics. Debug chain logging is verbose but unstructured.,P0,Not Started,Central routing hub. [CHAIN-n] debug logs for claim approval workflow.
Kafka: WorkflowStarted,MessagePattern,WorkflowEventsController,workflowStarted,ECGF / Workflow Events,Records started event. Only handles PROCUREMENT namespace (ECGF workflow starts recorded via their own start calls).,No — Kafka internal,None,Medium,"Projection recording. ECGF workflows are started directly, not via this handler.",No — projection only,No,Yes,"namespace, entity_type, entity_ref, trace_id",None.,No,,Yes,DB: WorkflowInstance (projection create/update).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,Only processes PROCUREMENT namespace — ECGF workflows bypass this.
Kafka: WorkflowTaskReady,MessagePattern,WorkflowEventsController,workflowTaskReady,ECGF / Workflow Events,"Upserts task to WorkflowInstanceTask projection. Resolves entity keys from payload or parent WorkflowInstance row. Records stepId, assignee, roleCode, state, requestInfoRoleCode.",No — Kafka internal,None,High,Task readiness drives reviewer assignment. Failure means tasks don't appear in reviewer queues.,No — projection only,No,Yes,"entity_type, entity_ref, step_id, assignee, role_code, trace_id",None.,Yes,ecgf_workflow_task_ready_total{entity_type},Yes,"DB: WorkflowInstanceTask (upsert), WorkflowInstance (lookup).",LoggerService via Kafka logging.info.,No task readiness metrics.,P1,Not Started,Failure means reviewers don't see assigned tasks.
Kafka: WorkflowTaskRequestInfo,MessagePattern,WorkflowEventsController,workflowTaskRequestInfo,ECGF / Workflow Events,Upserts task with REQUEST_INFO state. Preserves existing stepId/assignee if not in event payload.,No — Kafka internal,None,High,REQUEST_INFO drives Need_More_Info status transitions. Failure means applicants aren't notified of information requests.,No — projection only,No,Yes,"entity_type, entity_ref, request_info_role_code, trace_id",None.,No,,Yes,DB: WorkflowInstanceTask (upsert).,LoggerService via Kafka logging.info.,No custom metrics.,P2,Not Started,
Kafka: WorkflowTaskReassigned,MessagePattern,WorkflowEventsController,workflowTaskReassigned,ECGF / Workflow Events,Updates assignee on WorkflowInstanceTask.,No — Kafka internal,None,Medium,Task reassignment tracking.,No — projection only,No,Yes,"entity_type, entity_ref, new_assignee, trace_id",None.,No,,Yes,DB: WorkflowInstanceTask (update).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,
Kafka: WorkflowCancelled,MessagePattern,WorkflowEventsController,workflowCancelled,ECGF / Workflow Events,Records cancellation. Currently only handles TENDER_LOT_CLARIFICATION for domain-specific action. Updates WorkflowInstance projection.,No — Kafka internal,None,Medium,Workflow cancellation tracking.,No — projection only,No,Yes,"entity_type, entity_ref, trace_id",None.,No,,Yes,DB: WorkflowInstance (update).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,Currently only handles TENDER_LOT_CLARIFICATION — ECGF cancellations may not be handled.
api/forms,POST,FormController,createForm,ECGF / Forms,Creates form with fields and options in single transaction. Validates bundle exists via Product Service. Generates slug from title. Auto-increments displayOrder. Creates FormField records with validation JSON. Bulk creates FormFieldOption records.,Yes — AccessGuard (class-level),JWT + RBAC,High,Form definitions drive the dynamic application UI. Product Service dependency for bundle validation. Transaction-wrapped multi-entity creation.,ecgf.form_created,No,Yes,"form_title, bundle_id, field_count, trace_id",JWT token.,Yes,ecgf_form_operations_total{operation=create},Yes,"DB: Form.Forms (create), Form.FormFields (bulk create), Form.FormFieldOptions (bulk create) — in transaction. HTTP: Product Service (bundle validation), Access Management Service (guard).",LoggerService via Kafka logging.info.,No form creation metrics.,P2,Not Started,Admin operation. Forms drive application UI.
api/forms/all,POST,FormController,getAllForms,ECGF / Forms,"Paginated list with filters: name, slug, title, isActive.",Yes — AccessGuard (class-level),JWT + RBAC,Low,Admin listing. Read-only.,No — read-only,No,Yes,"page, limit, filters, result_count, trace_id",JWT token.,No,,No,DB: Form.Forms. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps.,P3,Not Started,
api/forms/fields,POST,FormController,createFormField,ECGF / Forms,Creates form field with auto-incremented displayOrder. Creates associated options if provided.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Form field management. Admin operation.,No — field creation,No,Yes,"form_id, field_name, input_type, trace_id",JWT token.,No,,Yes,"DB: Form.FormFields (create), Form.FormFieldOptions (create). HTTP: Access Management Service (guard).",LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,
api/forms/fields/all,POST,FormController,fetchAllFormFields,ECGF / Forms,Paginated list of all form fields.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Admin listing.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Form.FormFields. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps.,P3,Not Started,
api/forms/:formId/fields,GET,FormController,fetchAllFormFieldsByFormId,ECGF / Forms,Returns all fields for a specific form.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Form field rendering data. Used by application UI.,No — read-only,No,Yes,"form_id, result_count, trace_id",JWT token.,No,,Yes,DB: Form.FormFields. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics.,P3,Not Started,Customer-facing: Yes (drives application form UI).
api/forms/fields/:formFieldId/options,POST,FormController,createFieldOptions,ECGF / Forms,Creates options for a specific form field with auto-incremented displayOrder.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Form option management. Admin operation.,No — option creation,No,Yes,"field_id, option_count, trace_id",JWT token.,No,,No,DB: Form.FormFieldOptions. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps.,P3,Not Started,
api/forms/fields/:fieldOptionId/options,PATCH,FormController,fieldOptionReorder,ECGF / Forms,Reorders field options. Shifts affected options up/down using SQL literal within transaction.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Display order management. Admin operation.,No — reorder operation,No,Yes,"field_option_id, new_order, trace_id",JWT token.,No,,No,DB: Form.FormFieldOptions (update in transaction). HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps.,P3,Not Started,
api/forms/:bundleId/bundle,GET,FormController,fetchAllFormsByBundleId,ECGF / Forms,Returns all forms for a bundle with nested fields and options. Excludes timestamps.,Yes — AccessGuard (class-level),JWT + RBAC,High,Drives dynamic application form rendering for a specific product bundle. Customer-facing endpoint — failure prevents application form display.,No — read-only,No,Yes,"bundle_id, form_count, trace_id",JWT token.,No,,Yes,DB: Form.Forms with FormFields and FormFieldOptions includes. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics. High-frequency customer-facing endpoint with no latency tracking.,P2,Not Started,Customer-facing: Yes. Drives application form UI for bundles.
api/forms/input/types,GET,FormController,getFieldInputTypes,ECGF / Forms,"Returns all InputType records (text, password, email, url, tel, etc.).",Yes — AccessGuard (class-level),JWT + RBAC,Low,Static type catalog. Read-only.,No — read-only,No,No,trace_id,JWT token.,No,,No,DB: Form.InputTypes. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps.,P3,Not Started,
Kafka: GetOneDefaultField,MessagePattern,FormFieldsController,getOneDefaultField,ECGF / Forms (Kafka),Returns a single default form field by reference.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GenerateForm,MessagePattern,FormFieldsController,generateFormInputs,ECGF / Forms (Kafka),Generates form inputs based on form reference.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: CreateGroup,MessagePattern,FormCreationController,createGroup,ECGF / Forms (Kafka),Creates a form group.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: UpdateGroup,MessagePattern,FormCreationController,updateGroup,ECGF / Forms (Kafka),Updates a form group.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GetGroups,MessagePattern,FormCreationController,getGroups,ECGF / Forms (Kafka),Returns all form groups.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GetGroup,MessagePattern,FormCreationController,getGroup,ECGF / Forms (Kafka),Returns single group by ID.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GetInputTypes,MessagePattern,FormCreationController,getInputTypes,ECGF / Forms (Kafka),Returns all input types.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: ManageFormOptions,MessagePattern,FormOptionsController,manageFormOptions,ECGF / Forms (Kafka),Creates options and assigns to fields.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GetOptionsByGroup,MessagePattern,FormOptionsController,getOptionsByGroup,ECGF / Forms (Kafka),Returns options by group name.,Yes — JwtAuthGuard (Kafka),JWT in Kafka message,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,JWT token in Kafka message.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
Kafka: GetOptionsGroups,MessagePattern,FormOptionsController,getOptionsGroups,ECGF / Forms (Kafka),Returns all option groups.,No — no guard,None,Low,Form management via Kafka RPC. Internal service communication.,No — form management,No,No,trace_id,None.,No,,No,DB: Form schema tables.,None.,No logging. Low priority — internal form management.,P3,Not Started,Kafka RPC handler for form management. Internal use only.
api/simulation/kataza/calculate,POST,SimulationController,calculate,ECGF / Simulation (Kataza),"Runs agricultural loan simulation. Calculates crop yields, costs, and loan viability based on inputs (crops, land size, season, district). Complex calculation engine.",Yes — AccessGuard (class-level),JWT + RBAC,Critical,Core Kataza simulation engine. Drives loan eligibility decisions for agricultural lending. Calculation accuracy directly affects loan amounts and terms.,ecgf.simulation_calculated,Yes,Yes,"simulation_id, crop_count, land_size, district, total_cost, total_revenue, trace_id","Applicant agricultural data, land UPI, financial projections.",Yes,"ecgf_simulation_total, ecgf_simulation_duration_seconds",Yes,DB: Simulation tables (create simulation + inputs + results). HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No custom metrics. No simulation performance tracking.,P0,Not Started,Customer-facing: Yes (farmers/borrowers).
api/simulation/kataza/simulations/:id,GET,SimulationController,getSimulation,ECGF / Simulation (Kataza),Returns simulation by ID with all inputs and results.,Yes — AccessGuard (class-level),JWT + RBAC,Medium,Simulation detail view. Read-only.,No — read-only,No,Yes,"simulation_id, trace_id",JWT token.,No,,Yes,DB: Simulation tables. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/seeds,GET,SimulationController,getSeeds,ECGF / Simulation (Kataza),Returns seeds dictionary.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data. Static catalog.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.Seeds. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/validate/upi,POST,SimulationController,validateUpi,ECGF / Simulation (Kataza),Validates UPI (land parcel ID) against ESRI/Land Center services. Returns land size and location data. Redis cached (5min TTL).,Yes — AccessGuard (class-level),JWT + RBAC,High,Land parcel validation for loan simulation. ESRI/Land Center dependency. Failure blocks simulation for land-based loans.,No — validation,No,Yes,"upi, esri_cache_hit, land_size, district, trace_id","UPI (land parcel identifier), land ownership details.",Yes,"ecgf_upi_validation_duration_seconds, ecgf_esri_cache_total{hit|miss}",Yes,"DB: None. HTTP: ESRI Service (cached), Land Center Service (cached). Redis: UPI cache (5min TTL).",LoggerService via Kafka logging.info.,No custom metrics. No simulation performance tracking.,P1,Not Started,Customer-facing: Yes (farmers/borrowers).
api/simulation/kataza/dictionaries/crops,POST,SimulationController,getCropsDictionary,ECGF / Simulation (Kataza),Returns crops dictionary data.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.Crops. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/dictionaries/seeds,POST,SimulationController,getSeedsDictionary,ECGF / Simulation (Kataza),Returns seeds dictionary data.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.SeedDictionary. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/dictionaries/labor-activities,POST,SimulationController,getLaborActivitiesDictionary,ECGF / Simulation (Kataza),Returns labor activities dictionary.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.LaborActivitiesDictionary. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/dictionaries/fertilizers,POST,SimulationController,getFertilizersDictionary,ECGF / Simulation (Kataza),Returns fertilizers dictionary.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.FertilizerDictionary. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
api/simulation/kataza/dictionaries/pesticides-and-herbicides,POST,SimulationController,getPesticidesDictionary,ECGF / Simulation (Kataza),Returns pesticides and herbicides dictionary.,Yes — AccessGuard (class-level),JWT + RBAC,Low,Reference data.,No — read-only,No,Yes,trace_id,JWT token.,No,,No,DB: Simulation.PesticidesAndHerbicides. HTTP: Access Management Service (guard).,LoggerService via Kafka logging.info.,No gaps for its purpose.,P3,Not Started,
Kafka: GetOneApplication,MessagePattern,ApplicationsController,getOneApplication,ECGF / Applications (Kafka),Returns a single application by reference. Kafka RPC handler for inter-service queries.,No — Kafka internal,None,High,Used by other services to fetch application data. Failure blocks cross-service queries.,No — read-only query,No,Yes,"application_ref, trace_id",Application data including applicant PII.,No,,Yes,DB: Application.Applications with includes.,None.,No logging on Kafka handler.,P2,Not Started,Inter-service RPC. Used by workflow and other services.
Kafka: CalculateLoan,MessagePattern,ApplicationsController,calculateLoan,ECGF / Applications (Kafka),Calculates loan parameters based on simulation results. Kafka RPC handler.,No — Kafka internal,None,High,Loan calculation drives financial terms. Accuracy is critical.,No — calculation,No,Yes,"simulation_id, calculation_params, trace_id",Financial calculation inputs and results.,Yes,ecgf_loan_calculation_duration_seconds,Yes,DB: Application tables. Calculation logic.,None.,No logging. No calculation audit trail.,P1,Not Started,Financial calculation via Kafka RPC.
api/health,GET,AppController,getHealth,Health,"Returns { status: 'ok', timestamp, uptime }.",No,None,Low,Standard health check for Kubernetes probes.,No,No,No,,None.,No,,No,None.,None.,Adequate.,P3,Not Started,
